,company,product_name,rating,category,country,county
879,Royal FrieslandCampina  Website,Lutjewinkel1916 Robuust&Romig,BRONZE,5246 - Gouda – made before 01/12/20,Netherlands,
880,Royal FrieslandCampina  Website,Noord Holland Gouda old,BRONZE,5246 - Gouda – made before 01/12/20,Netherlands,
881,Royal FrieslandCampina  Website,Noord Holland Gouda extra old,BRONZE,5246 - Gouda – made before 01/12/20,Netherlands,
882,De Graafstroom  Website,Bonck van Blesckens - Extra Pikant,BRONZE,5246 - Gouda – made before 01/12/20,Netherlands,
883,Cono Kaasmakers (Beemster Cheese)  Website,Beemster Classic,BRONZE,5246 - Gouda – made before 01/12/20,Netherlands,
884,Kaashandel Remijn  Website,Royal Blue 48+  View  Stockists,BRONZE,5246 - Gouda – made before 01/12/20,Netherlands,
885,Cono Kaasmakers (Beemster Cheese)  Website,Beemster X-O-,BRONZE,5246 - Gouda – made before 01/12/20,Netherlands,
886,MAAZ Cheese B.V.  Website,Veldhuyzen Black Label,SILVER,5246 - Gouda – made before 01/12/20,Netherlands,
887,Wijngaard Kaas B.V.  Website,Reypenaer V.S.O.P.,SILVER,5246 - Gouda – made before 01/12/20,Netherlands,
888,De Graafstroom  Website,De Graafstroom - Oud,SILVER,5246 - Gouda – made before 01/12/20,Netherlands,
889,Kaashandel Remijn  Website,Aged Artisan Cheese BGO  View  Stockists,SILVER,5246 - Gouda – made before 01/12/20,Netherlands,
890,De Graafstroom  Website,De Graafstroom - Overjarig,SUPER GOLD,5246 - Gouda – made before 01/12/20,Netherlands,
891,Caws Teifi Cheese  Website,Teifi Mature  View  Stockists,SILVER,5246 - Gouda – made before 01/12/20,United Kingdom,Ceredigion
892,Gmundner Molkerei eGen (mbH)  Website,Gmundner Milch Gmundner Berg Premium - 5 Monate gereift,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Austria,
893,Gebrüeder Woerle Ges.m.b.H.  Website,Woerle Herzstück Bauernkäse aus Heumilch - Woerle Herzstück Bauernkäse made from Hay Milk,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Austria,
894,Gmundner Molkerei eGen (mbH)  Website,Gmundner Milch Gmundner Berg Premium - 4 Monate gereift,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Austria,
895,Gebrüeder Woerle Ges.m.b.H.  Website,Woerle Herzstück Heumond Kas aus Heumilch - Woerle Herzstück Heumond Cheese made from Hay Milk,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Austria,
896,Vorarlberg Milch eGen  Website,Ländle Weinkäse,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Austria,
897,Rupp AG  Website,Alma Hubaner Kaiser,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Austria,
898,Vorarlberg Milch eGen  Website,Ländle Klostertaler,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Austria,
899,furore GmbH  Website,furore Bregenzerwälder Heuwiesenkäse,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Austria,
900,Berglandmilch eGen  Website,Schärdinger Dachsteiner,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Austria,
901,Obersteirische Molkerei eGen  Website,Rahmsteirer,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Austria,
902,Vorarlberg Milch eGen  Website,Ländle Mostkäse,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Austria,
903,Vorarlberg Milch eGen  Website,Ländle Arlberger,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Austria,
904,Sennerei Bezau-Oberdorf reg.Gen.m.b.H.  Website,Bregenzerwälder Bergkäse 12-14 Mte. gereift,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Austria,
905,Almenland Stollenkaese GmbH  Website,Teichalmer ripened 5 months,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Austria,
906,Vorarlberg Milch eGen  Website,Ländle Klostertaler extra-reif,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Austria,
907,Obersteirische Molkerei eGen  Website,Spielberger,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Austria,
908,Serra das Antas  Website,SERRA DAS ANTAS – BUENO - TIPO COMTÉ,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Brazil,
909,Pomerode Alimentos  Website,Vale do Testo Vermont 6 Meses,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Brazil,
910,Fromages CDA  Website,Miranda,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Canada,
911,Fromages CDA  Website,Vacherin Fri-Charco,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Canada,
912,Fromages CDA  Website,Mont Sain-Benoît,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Canada,
913,Fromages CDA  Website,Fontina,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Canada,
914,Andre Juustufarm OÜ  Website,Andre Musc Old,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Estonia,
915,ONETIK  Website,Tomme du Sud Ouest,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,France,
916,Groupe Le Meunier  Website,Tomme aux Fleurs,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Germany,
917,Bio-Schaukaeserei Wiggensbach  Website,Allgaeuer Gluecksmomente D'Wuerzige  View  Stockists,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Germany,
918,Gebr. Baldauf GmbH & Co. KG  Website,Baldauf Bauernkäse,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Germany,
919,Bio-Schaukaeserei Wiggensbach  Website,Allgaeuer Gluecksmomente D'Kraeftige  View  Stockists,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Germany,
920,Sulzberger Käserebellen Sennerei GmbH  Website,Hay Flower Rebel,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Germany,
921,Tyrokomia Naxou Emm.V. Koufopoulos  Website,GALATERO KOUFOPOULOS,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Greece,
922,Vászolyi Sajtmanufaktúra  Website,"""Balaton"" semi-hard cheese",BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Hungary,
923,Csiz Sajtmuhely Kft  Website,Baracska semi-hard cheese,SUPER GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Hungary,
924,Deliziosa  Website,TRULLOCCHIATO,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Italy,
925,Latterie Vicentine Sca - Cheeseitaly  Website,Brenta selezione oro,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Italy,
926,Lattebusche  Website,Pennanera,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Italy,
927,Nuova Distribuzione srl,CACIOCAVALLO SEASONED IN CAVE,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Italy,
928,SAN PATRIGNANO SOCIETA' AGRICOLA COOPERATIVA SOCIALE  Website,MUCCHINO SAN PATRIGNANO,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Italy,
929,Penaud Alm – Schnals  Website,Bergkönig 2018,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Italy,
930,CASEIFICIO STELLA DICECCA  Website,PALLONE DI GRAVINA,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Italy,
931,"Cheese Professional Association, Japan  Website",TAKAra no TOKERU  View  Stockists,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Japan,
932,"Cheese Professional Association, Japan  Website",Raclette  View  Stockists,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Japan,
933,"Cheese Professional Association, Japan  Website",Niseko MOMIJI  View  Stockists,SUPER GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Japan,
934,Milchhof AG  Website,Liechtensteiner fürstlich gut Käse nussig,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Liechtenstein,
935,Milchhof AG  Website,Liechtensteiner fürstlich gut Käse herzhaft,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Liechtenstein,
936,Kaashandel Remijn  Website,Eylander Old Bio  View  Stockists,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Netherlands,
937,Kaashandel Remijn  Website,Truffano truffle cheese 50+  View  Stockists,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Netherlands,
938,Royal FrieslandCampina  Website,Old Dutch Master,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Netherlands,
939,Royal FrieslandCampina  Website,Twente Bunkerkaas Koe,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Netherlands,
940,Royal FrieslandCampina  Website,Skylger,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Netherlands,
941,Cono Kaasmakers (Beemster Cheese)  Website,Beemster Royaal Grand Cru,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Netherlands,
942,Kaashandel Remijn  Website,Slob Ruby  View  Stockists,SUPER GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Netherlands,
943,Royal FrieslandCampina  Website,Parrano Robusto,SUPER GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Netherlands,
944,TINE SA  Website,TINE Norsk Alpeost vellagret,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Norway,
945,Myrdal Gard  Website,Myrdal Fjellost,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Norway,
946,Kmetija Pustotnik d.o.o.  Website,Kosec,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Slovenia,
947,Queseria Artesanal Tres Valles Pasiegos,GRAN MARCELA  View  Stockists,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Spain,
948,"QUESOS SUBAIDA, S.L.  Website",SEMICURADO SUBAIDA,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Spain,
949,Queseria Artesanal Siete Villas  Website,DEVA,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Spain,
950,Corporación Alimentaria Peñasanta SA (CAPSA)  Website,Queso Bola Larsa,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Spain,
951,"QUESOS TORRALBA, S.L.U  Website",QUESO MAHON ARTESANO TORRALBA SEMICURADO,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Spain,
952,Son Vives SRM  Website,QUESO SEMICURADO MAHON MENORCA SON VIVES DE FERRERIAS.,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Spain,
953,Son Piris S.R.M,Queso Artesano SON PIRIS,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Spain,
954,Queserías del eume S.L.  Website,Mirador do Eume  View  Stockists,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Spain,
955,Queixeria Cas Leiras SL,DOP SAN SIMON DA COSTA CASLEIRAS,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Spain,
956,Fermentos Galegos S.L.,Doplata,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Spain,
957,Queronsa S.L.  Website,Queso Rueda de Vaca,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Spain,
958,Almnäs Bruk AB  Website,Wrångebäck cheese,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Sweden,
959,Molkerei Davos Betriebs AG  Website,Davoser Rahmkäse  View  Stockists,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
960,Emmi Group  Website,KALTBACH Rahmkäse,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
961,Emmi Group  Website,St. Galler Klosterkäse,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
962,Lustenberger + Dürst SA  Website,Lustenberger 1862 creamy-extra tangy,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
963,Walo von Mühlenen Ltd  Website,L'Antoine de Fribourg,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
964,Güntensperger Käse AG  Website,Swiss Lady  View  Stockists,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
965,Cremo SA  Website,Douce Cécile,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
966,Lustenberger + Dürst SA  Website,LeSuperbe Raclette Gourmet,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
967,Lustenberger + Dürst SA  Website,LeSuperbe Château Heitenried,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
968,Molkerei Davos Betriebs AG  Website,Davoser Raclette  View  Stockists,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
969,Emmi Group  Website,Fricktaler Gourmetkäse,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
970,Cremo SA  Website,Raclette Mazot Classic,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
971,Käserei Studer AG  Website,Der scharfe Maxx  View  Stockists,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
972,Simmental Switzerland AG  Website,Simmental Halbhartkäse (4-6 month)  View  Stockists,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
973,Cremo SA  Website,Vacherin Fribourgeois AOP Rustic,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
974,Güntensperger Käse AG  Website,Firstkönig  View  Stockists,SILVER,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
975,Emmi Group  Website,KALTBACH Creamy,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
976,Molkerei Davos Betriebs AG  Website,Bündner Steinbock rezent  View  Stockists,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
977,Lustenberger + Dürst SA  Website,Lustenberger 1862 aromatic-savory,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
978,Urnäscher Milchspezialitäten AG  Website,Urnäscher Brauchtumskäse,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
979,Cremo SA  Website,Vacherin Fribourgeois AOP Classic,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
980,Chascharia Val Müstair  Website,"Rahmkäse Gran Cru, ""Tea Fondada""",GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
981,Emmi Group  Website,Berner Käse,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
982,Lustenberger + Dürst SA  Website,LeSuperbe Diabolo Gourmet,GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
983,Molkerei Davos Betriebs AG  Website,Bear valley  View  Stockists,SUPER GOLD,5247 - Any other semi – hard Cows' milk cheese not in any other class,Switzerland,
984,Village Maid Cheese  Website,Heckfield  View  Stockists,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,United Kingdom,Berkshire
985,Lynher Dairies Cheese Company  Website,Cornish Yarg  View  Stockists,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,United Kingdom,Cornwall
986,Sweet Grass Dairy  Website,Thomasville Tomme  View  Stockists,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,USA,
987,Schnabeltier  Website,Rochester Raclette-style cheese,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,USA,
988,Schnabeltier  Website,Bliss,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,USA,
989,Rogue Creamery  Website,Touvelle Cheese,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,USA,
990,Dairy Farmers of America  Website,Colby Jack,BRONZE,5247 - Any other semi – hard Cows' milk cheese not in any other class,USA,
991,Gebrüeder Woerle Ges.m.b.H.  Website,Woerle Premium Bergkäse aus Heumilch - Woerle Premium Bergkäse made from Hay Milk,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
992,Erlebnissennerei Zillertal KG  Website,ZILLERTALER TRUEFFEL-EDELSTEIN,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
993,Almenland Stollenkaese GmbH  Website,Gösser Bierkaese,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
994,Berglandmilch eGen  Website,Tirol Milch Tiroler Felsenkeller Käse,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
995,Berglandmilch eGen  Website,Tirol Milch Tiroler Weinzirler,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
996,Obersteirische Molkerei eGen  Website,Kronprinz Rudolf,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
997,SalzburgMilch GmbH  Website,SalzburgMilch Premium Heujuwel,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
998,Gmundner Molkerei eGen (mbH)  Website,Gmundner Milch Gmundner Berg Premium 4 Monate gereift,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
999,Gmundner Molkerei eGen (mbH)  Website,Gmundner Milch Traunseer,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
1000,SalzburgMilch GmbH  Website,SalzburgMilch Premium Bergkäse,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
1001,Berglandmilch eGen  Website,Schärdinger Bio Bergfex,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
1002,Berglandmilch eGen  Website,Schärdinger Affineur Le Rosé,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
1003,Gmundner Molkerei eGen (mbH)  Website,Gmundner Milch Atterseer,GOLD,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
1004,Obersteirische Molkerei eGen  Website,Steirischer Bergkäse,GOLD,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
1005,Andechser Molkerei Scheitz GmbH  Website,ANDECHSER NATUR Bio-Bergblumenkäse (Organic mountain flower cheese),GOLD,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
1006,Obersteirische Molkerei eGen  Website,Weinkäse,GOLD,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
1007,Berglandmilch eGen  Website,Tirol Milch Tiroler Bergkäse PDO,GOLD,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
1008,Gmundner Molkerei eGen (mbH)  Website,Gmundner Milch Gmundner Berg Premium 6 Monate gereift,GOLD,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
1009,MALKO GmbH  Website,Glockner-Taler,SUPER GOLD,5248 - Any other hard Cows' milk cheese not in any other class,Austria,
1010,EKO SIR PUDA  Website,Livanjski sir,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Bosnia and Herzegovina,
1011,Mljekara Livno d.o.o.,Livanjski sir,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Bosnia and Herzegovina,
1012,Serra das Antas  Website,SERRA DAS ANTAS – PARMESÃO,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Brazil,
1013,Fazenda Atalaia  Website,Tulha  View  Stockists,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Brazil,
1014,Fromages CDA  Website,La meule des Champs,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Canada,
1015,Agrolaguna DD,Istarski kravlji sir,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Croatia,
1016,Andre Juustufarm OÜ  Website,Andre Excellent,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Estonia,
1017,Sodiaal  Website,Entremont Comté PDO - 200gr,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,France,
1018,Sodiaal  Website,Entremont Saint Mont des Alpes - 200g,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,France,
1019,Savencia Fromage & Dairy  Website,Mont Roc,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,France,
1020,Sulzberger Käserebellen Sennerei GmbH  Website,Artisanal Mountain Cheese 12 month,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Germany,
1021,Gebr. Baldauf GmbH & Co. KG  Website,Baldauf Alpkäse,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Germany,
1022,Sulzberger Käserebellen Sennerei GmbH  Website,Organic Mountain Rebel,GOLD,5248 - Any other hard Cows' milk cheese not in any other class,Germany,
1023,Bio-Schaukaeserei Wiggensbach  Website,Allgaeuer Hornkaese  View  Stockists,GOLD,5248 - Any other hard Cows' milk cheese not in any other class,Germany,
1024,Gebr. Baldauf GmbH & Co. KG  Website,Baldauf Alpkäse Reserve,GOLD,5248 - Any other hard Cows' milk cheese not in any other class,Germany,
1025,Tyrokomia Naxou Emm.V. Koufopoulos  Website,GRAVIERA WITH BLACK TRUFFLE,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Greece,
1026,Nuova Castelli S.p.A.  Website,Hard cheese,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Hungary,
1027,Cooperativa Produttori Latte e Fontina Scarl - CheeseItaly  Website,Fontina Dop,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Italy,
1028,Lattebusche  Website,Piave DOP Vecchio Selezione Oro,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Italy,
1029,Pezzetta  Website,LATTERIA DI GROTTA,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Italy,
1030,Brazzale S.p.A.  Website,Gran Moravia Hard Cheese,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Italy,
1031,LATTERIA MORO DI MORO SERGIO  Website,UBRIACO ALL'AMARONE DELLA VALPOLICELLA DOCG,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Italy,
1032,Milchhof AG  Website,Liechtensteiner fürstlich gut Käse würzig,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Liechtenstein,
1033,Zemaitijos Pienas SC  Website,"Hard cheese ""Džiugas"" 40 % fat in dry matter, ripened 24 month, Delicate, 180 g",SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Lithuania,
1034,Zemaitijos Pienas SC  Website,"Hard cheese ""Džiugas"" 40 % fat in dry matter, ripened 36 month, Gourmet, 180 g",GOLD,5248 - Any other hard Cows' milk cheese not in any other class,Lithuania,
1035,MAAZ Cheese B.V.  Website,Montana Intenso,SUPER GOLD,5248 - Any other hard Cows' milk cheese not in any other class,Netherlands,
1036,Pingo Doce,Queijo Ilha São Jorge DOP Pingo Doce  View  Stockists,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Portugal,
1037,Klein River Cheese  Website,Mature Gruberg,GOLD,5248 - Any other hard Cows' milk cheese not in any other class,South Africa,
1038,"QUESOS SUBAIDA, S.L.  Website",CURADO SUBAIDA,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Spain,
1039,"Formatgeria Muuu Beee, Fundació MAP  Website",El Pilós,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Spain,
1040,Son Vives SRM  Website,QUESO CURADO MAHON MENORCA SON VIVES DE FERRERIAS.,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Spain,
1041,Quesos Gomber  Website,VACA ORO,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Spain,
1042,GALMESANO SL  Website,GALMESÁN 24,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Spain,
1043,Son Sivineta srm  Website,Sivineta Curado,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Spain,
1044,Quesos BAL DE BROTO SL  Website,JOSE PARDINA,GOLD,5248 - Any other hard Cows' milk cheese not in any other class,Spain,
1045,"Lácteos Martínez, S.L.  Website",Vaca Añejo SEÑORIO DE CAMEROS,GOLD,5248 - Any other hard Cows' milk cheese not in any other class,Spain,
1046,Almnäs Bruk AB  Website,Almnäs Tegel,SUPER GOLD,5248 - Any other hard Cows' milk cheese not in any other class,Sweden,
1047,Walo von Mühlenen Ltd  Website,"Red Nose, Gold label  View  Stockists",BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1048,Lustenberger + Dürst SA  Website,LeSuperbe Grand Maurice Réserve du Patron®,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1049,Urnäscher Milchspezialitäten AG  Website,Urnäscher Rahmkäse,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1050,Lustenberger + Dürst SA  Website,LeSuperbe Urschwyzer,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1051,Molkerei Davos Betriebs AG  Website,Wolf's mountain pass  View  Stockists,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1052,Lustenberger + Dürst SA  Website,LeSuperbe Fior delle Alpi,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1053,Käserei Studer AG  Website,Der edle Maxx 365  View  Stockists,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1054,Lustenberger + Dürst SA  Website,LeSuperbe Jura Montagne,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1055,Güntensperger Käse AG  Website,Roter Teufel  View  Stockists,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1056,Käserei Studer AG  Website,Käsermeister reserve  View  Stockists,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1057,Käserei Studer AG  Website,Alter Schweizer  View  Stockists,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1058,Molkerei Davos Betriebs AG  Website,Davoser Bergkäse  View  Stockists,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1059,Käserei Studer AG  Website,Schellen Bell,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1060,Molkerei Davos Betriebs AG  Website,Davoser Bergkäse rezent  View  Stockists,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1061,Simmental Switzerland AG  Website,Simmental Hartkäse (6-8 month)  View  Stockists,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1062,Emmi Group  Website,KALTBACH Appenzeller,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1063,Emmi Group  Website,Le Gourmet,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1064,Urnäscher Milchspezialitäten AG  Website,Urnäscher Hornkuhkäse,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1065,Käserei Flüeler,Bergrose  View  Stockists,GOLD,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1066,Simmental Switzerland AG  Website,Simmental Hartkäse (10-12 month)  View  Stockists,GOLD,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1067,Güntensperger Käse AG  Website,Roter Teufel extra  View  Stockists,SUPER GOLD,5248 - Any other hard Cows' milk cheese not in any other class,Switzerland,
1068,Lynher Dairies Cheese Company  Website,Cornish Kern  View  Stockists,GOLD,5248 - Any other hard Cows' milk cheese not in any other class,United Kingdom,Cornwall
1069,BelGioioso Cheese Inc.  Website,Romano,BRONZE,5248 - Any other hard Cows' milk cheese not in any other class,USA,
1070,Tulip Tree Creamery LLC  Website,Nightshade,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,USA,
1071,BelGioioso Cheese Inc.  Website,Parmesan,SILVER,5248 - Any other hard Cows' milk cheese not in any other class,USA,
1072,Sweet Grass Dairy  Website,Griffin  View  Stockists,GOLD,5248 - Any other hard Cows' milk cheese not in any other class,USA,
